,n_voters,n_cands,n_issues,voters_p,cands_p,app_k,app_thresh,election_rules,n_reps,default_style,delegation_style,best_k,n_delegators,mean,variance,skew,kurtosis
36,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,30,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
37,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,40,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
38,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,50,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
39,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,60,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
40,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,70,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
41,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,80,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
42,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,90,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
43,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,7,100,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
44,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,0,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
45,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,10,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
46,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,20,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
47,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,30,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
48,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,40,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
49,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,50,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
50,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,60,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
